id,Address,Latitude,Longitude,Location 
8997,4100 4TH AVE S,47.56559058,-122.32890146,"(47.56559058, -122.32890146)"
8998,2731 NE 53RD ST,47.66695359,-122.29712515,"(47.66695359, -122.29712515)"
8999,1109 2ND AVE,47.6061431,-122.33675344,"(47.6061431, -122.33675344)"
9000,3939 15TH AVE S,47.56788903,-122.31378374,"(47.56788903, -122.31378374)"
9001,4544 55TH AVE NE,47.66253199,-122.26847603,"(47.66253199, -122.26847603)"
9002,7725 16TH AVE NW,47.68583278,-122.37814258,"(47.68583278, -122.37814258)"
9003,7630 EAST GREEN LAKE DR N,47.68370734,-122.333911,"(47.68370734, -122.333911)"
9004,2219 N 145TH ST,47.73386174,-122.33217251,"(47.73386174, -122.33217251)"
9005,4039 2ND AVE NE,47.65670001,-122.32715801,"(47.65670001, -122.32715801)"
9006,2548 NE 91ST ST,47.69502829,-122.2994194,"(47.69502829, -122.2994194)"
9007,717 10TH AVE E,47.62593886,-122.32055256,"(47.62593886, -122.32055256)"
9008,1005 TERRACE ST,47.60445762,-122.3217291,"(47.60445762, -122.3217291)"
9009,9580 1ST AVE NE,47.69993117,-122.32796938,"(47.69993117, -122.32796938)"
9010,6548 24TH AVE NW,47.67730122,-122.38724381,"(47.67730122, -122.38724381)"
9011,3300R FUHRMAN AVE E,47.65184411,-122.32129842,"(47.65184411, -122.32129842)"
9012,6544 24TH AVE NW,47.67728146,-122.38734312,"(47.67728146, -122.38734312)"
9013,1917 E DENNY WAY,47.61838071,-122.30664238,"(47.61838071, -122.30664238)"
9014,547 NE 85TH ST,47.690223,-122.32097317,"(47.690223, -122.32097317)"
9015,4320 8TH AVE NE,47.66012622,-122.31955438,"(47.66012622, -122.31955438)"
9016,3563 S MORGAN ST,47.54412326,-122.2861601,"(47.54412326, -122.2861601)"
9017,559 MCGRAW ST,47.6395209,-122.34531501,"(47.6395209, -122.34531501)"
9018,29 ETRURIA ST,47.64747982,-122.35670581,"(47.64747982, -122.35670581)"
9019,949 M L KING JR WAY S,47.59315422,-122.29827188,"(47.59315422, -122.29827188)"
9020,4201 SW DONALD ST,47.59204504,-122.38560351,"(47.59204504, -122.38560351)"
9021,4845 45TH AVE SW,47.55781379,-122.3899537,"(47.55781379, -122.3899537)"
9022,5324 NE 86TH ST,47.6921578,-122.271759,"(47.6921578, -122.271759)"
9023,401 NE NORTHGATE WAY,47.70825431,-122.32378343,"(47.70825431, -122.32378343)"
9024,2620 NE 46TH ST,47.66197043,-122.29891465,"(47.66197043, -122.29891465)"
9025,115 15TH AVE E,47.6189872,-122.31317279,"(47.6189872, -122.31317279)"
9026,6807 31ST AVE NE,47.67795279,-122.29439443,"(47.67795279, -122.29439443)"
9027,615 34TH AVE,47.60723347,-122.28967196,"(47.60723347, -122.28967196)"
9028,419 OCCIDENTAL AVE S,47.59855945,-122.3332877,"(47.59855945, -122.3332877)"
9029,9734 35TH AVE SW,47.51566967,-122.37632929,"(47.51566967, -122.37632929)"
9030,215 BOYLSTON AVE E,47.62037689,-122.32335502,"(47.62037689, -122.32335502)"
9031,1547 17TH AVE E,47.63373151,-122.31018655,"(47.63373151, -122.31018655)"
9032,4241 21ST AVE W,47.65881195,-122.3838337,"(47.65881195, -122.3838337)"
9033,1618 37TH AVE,47.61592387,-122.28565898,"(47.61592387, -122.28565898)"
9034,4523 SUNNYSIDE AVE N,47.66218539,-122.33046097,"(47.66218539, -122.33046097)"
9035,1920 TERRY AVE,47.61689116,-122.33411022,"(47.61689116, -122.33411022)"
9036,2342 41ST AVE E,47.64043855,-122.27933216,"(47.64043855, -122.27933216)"
9037,1417 3RD AVE,47.6090667,-122.33758125,"(47.6090667, -122.33758125)"
9038,12 W FLORENTIA ST,47.64723148,-122.35826756,"(47.64723148, -122.35826756)"
9039,2856 NW 74TH ST,47.68256264,-122.39547178,"(47.68256264, -122.39547178)"
9040,3045 21ST AVE W,47.64798113,-122.38388792,"(47.64798113, -122.38388792)"
9041,362 PROSPECT ST,47.62916967,-122.34950089,"(47.62916967, -122.34950089)"
9042,6548 24TH AVE NW,47.67730122,-122.38724381,"(47.67730122, -122.38724381)"
9043,2000 6TH AVE,47.61506349,-122.33873546,"(47.61506349, -122.33873546)"
9044,3641 DAYTON AVE N,47.65305359,-122.3526168,"(47.65305359, -122.3526168)"
9045,3813 NE 57TH ST,47.67015133,-122.28621134,"(47.67015133, -122.28621134)"
9046,10726 DENSMORE AVE N,47.70760366,-122.33677993,"(47.70760366, -122.33677993)"
9047,6007 CALIFORNIA AVE SW,47.54820288,-122.3876913,"(47.54820288, -122.3876913)"
9048,2017 WARREN AVE N,47.63711609,-122.35467439,"(47.63711609, -122.35467439)"
9049,1200 S DEARBORN ST,47.59600159,-122.31622613,"(47.59600159, -122.31622613)"
9050,3633 12TH AVE W,47.65315179,-122.3727574,"(47.65315179, -122.3727574)"
9051,1420 5TH AVE,47.6105508,-122.33467931,"(47.6105508, -122.33467931)"
9052,801 DEXTER AVE N,47.62666404,-122.34266567,"(47.62666404, -122.34266567)"
9053,1760A NW 62ND ST,47.67399844,-122.38152665,"(47.67399844, -122.38152665)"
9054,505 1ST AVE N,47.62342529,-122.35580317,"(47.62342529, -122.35580317)"
9055,6005 52ND AVE NE,47.67240098,-122.27195938,"(47.67240098, -122.27195938)"
9056,215 BOYLSTON AVE E,47.62037689,-122.32335502,"(47.62037689, -122.32335502)"
9057,374 HIGHLAND DR,47.63000367,-122.34894077,"(47.63000367, -122.34894077)"
9058,1200 5TH AVE,47.60842584,-122.3330673,"(47.60842584, -122.3330673)"
9059,3751 SW 98TH ST,47.5153352,-122.38150245,"(47.5153352, -122.38150245)"
9060,6015 24TH AVE NW,47.67289508,-122.387852,"(47.67289508, -122.387852)"
9061,2222 NW 63RD ST,47.67477046,-122.38576568,"(47.67477046, -122.38576568)"
9062,2220B NW 63RD ST,47.67481499,-122.385788,"(47.67481499, -122.385788)"
9063,2222 NW 63RD ST,47.67477046,-122.38576568,"(47.67477046, -122.38576568)"
9064,2220A NW 63RD ST,47.67489459,-122.38580104,"(47.67489459, -122.38580104)"
9065,4 W NICKERSON ST,47.64985334,-122.35770788,"(47.64985334, -122.35770788)"
9066,9036 14TH AVE NW,47.69538728,-122.37351613,"(47.69538728, -122.37351613)"
9067,9598 1ST AVE NE,47.70090248,-122.32798283,"(47.70090248, -122.32798283)"
9068,1501 QUEEN ANNE AVE N,47.63251703,-122.35753413,"(47.63251703, -122.35753413)"
9069,1525 1ST AVE,47.60947545,-122.3410834,"(47.60947545, -122.3410834)"
9070,4800 SAND POINT WAY NE,47.66231885,-122.28147251,"(47.66231885, -122.28147251)"
9071,10029 VALMAY AVE NW,47.7023389,-122.37976465,"(47.7023389, -122.37976465)"
9072,4320 8TH AVE NE,47.66012622,-122.31955438,"(47.66012622, -122.31955438)"
9073,3813 NE 57TH ST,47.67015133,-122.28621134,"(47.67015133, -122.28621134)"
9074,8034 FAUNTLEROY WAY SW,47.53034439,-122.39241867,"(47.53034439, -122.39241867)"
9075,2812 29TH AVE W,47.64502853,-122.39396073,"(47.64502853, -122.39396073)"
9076,2812 29TH AVE W,47.64502853,-122.39396073,"(47.64502853, -122.39396073)"
9077,4538 WEST LAUREL DR NE,47.66216904,-122.27051596,"(47.66216904, -122.27051596)"
9078,3243 NE 91ST ST,47.69448473,-122.29147448,"(47.69448473, -122.29147448)"
9079,212 30TH AVE E,47.62062858,-122.2931825,"(47.62062858, -122.2931825)"
9080,5817 57TH AVE NE,47.67086583,-122.26705306,"(47.67086583, -122.26705306)"
9081,10003 9TH AVE NW,47.70168276,-122.36904634,"(47.70168276, -122.36904634)"
9082,3722 E JEFFERSON ST,47.60607778,-122.28463657,"(47.60607778, -122.28463657)"
9083,501 ELLIOTT AVE W,47.62302146,-122.36477796,"(47.62302146, -122.36477796)"
9084,7047 33RD AVE NE,47.6807943,-122.29287298,"(47.6807943, -122.29287298)"
9085,401 1ST AVE S,47.59903092,-122.33462845,"(47.59903092, -122.33462845)"
9086,1633 WESTLAKE AVE N,47.63347599,-122.34079306,"(47.63347599, -122.34079306)"
9087,819 NW 70TH ST,47.67940268,-122.3664224,"(47.67940268, -122.3664224)"
9088,1220 E NEWTON ST,47.63745609,-122.31628854,"(47.63745609, -122.31628854)"
9089,1931 2ND AVE,47.61144375,-122.34168733,"(47.61144375, -122.34168733)"
9090,5263 21ST AVE SW,47.55538002,-122.36035064,"(47.55538002, -122.36035064)"
9091,800 5TH AVE,47.60573523,-122.33029353,"(47.60573523, -122.33029353)"
9092,116 N 49TH ST,47.66448775,-122.35636952,"(47.66448775, -122.35636952)"
9093,846 NE 67TH ST,47.6775776,-122.31808558,"(47.6775776, -122.31808558)"
9094,7308 KEEN WAY N,47.68215856,-122.34392317,"(47.68215856, -122.34392317)"
9095,4715 THACKERAY PL NE,47.66365588,-122.32645185,"(47.66365588, -122.32645185)"
9096,2622 NE UNIVERSITY VILLAGE ST,47.66392447,-122.29959483,"(47.66392447, -122.29959483)"
9097,119 PINE ST,47.60994519,-122.33998397,"(47.60994519, -122.33998397)"
9098,4901 RAINIER AVE S,47.55771068,-122.28518834,"(47.55771068, -122.28518834)"
9099,4538 WEST LAUREL DR NE,47.66216904,-122.27051596,"(47.66216904, -122.27051596)"
9100,6503 54TH AVE NE,47.67592166,-122.26977435,"(47.67592166, -122.26977435)"
9101,3700 SW WEBSTER ST,47.53581223,-122.37937773,"(47.53581223, -122.37937773)"
9102,4508 47TH AVE S,47.56262286,-122.2741502,"(47.56262286, -122.2741502)"
9103,411 N 90TH ST,47.69400852,-122.35349832,"(47.69400852, -122.35349832)"
9104,3724 SW DONOVAN ST,47.52563036,-122.38051482,"(47.52563036, -122.38051482)"
9105,3236 10TH AVE W,47.64954636,-122.37023949,"(47.64954636, -122.37023949)"
9106,3712 WALLINGFORD AVE N,47.65244407,-122.33603999,"(47.65244407, -122.33603999)"
9107,601 4TH AVE,47.6033626,-122.33119983,"(47.6033626, -122.33119983)"
9108,6060 WELLESLEY WAY NE,47.67493524,-122.27694074,"(47.67493524, -122.27694074)"
9109,9519 5TH AVE NE,47.69836067,-122.32373025,"(47.69836067, -122.32373025)"
9110,3721 SW 108TH ST,47.50623139,-122.37972258,"(47.50623139, -122.37972258)"
9111,503 18TH AVE E,47.62340804,-122.30902607,"(47.62340804, -122.30902607)"
9112,800 5TH AVE,47.60573523,-122.33029353,"(47.60573523, -122.33029353)"
9113,5028 PUGET BLVD SW,47.55658421,-122.36100974,"(47.55658421, -122.36100974)"
9114,506 2ND AVE,47.60198365,-122.33175459,"(47.60198365, -122.33175459)"
9115,1415 2ND AVE,47.60870784,-122.33885536,"(47.60870784, -122.33885536)"
9116,4131 49TH AVE SW,47.5656756,-122.39515196,"(47.5656756, -122.39515196)"
9117,700 5TH AVE,47.60501319,-122.32989532,"(47.60501319, -122.32989532)"
9118,7335 18TH AVE NW,47.6823986,-122.38026468,"(47.6823986, -122.38026468)"
9119,936 M L KING JR WAY S,47.59353717,-122.2976234,"(47.59353717, -122.2976234)"
9120,11411 MARINE VIEW DR SW,47.50018429,-122.37924637,"(47.50018429, -122.37924637)"
9121,6800 44TH PL NE,47.67803969,-122.28047017,"(47.67803969, -122.28047017)"
9122,7526 25TH AVE NW,47.68397252,-122.38844941,"(47.68397252, -122.38844941)"
9123,118A 27TH AVE E,47.6193898,-122.29677122,"(47.6193898, -122.29677122)"
9124,118B 27TH AVE E,47.61945655,-122.29677107,"(47.61945655, -122.29677107)"
9125,118C 27TH AVE E,47.61951469,-122.29677778,"(47.61951469, -122.29677778)"
9126,3614 12TH AVE W,47.65268655,-122.37199372,"(47.65268655, -122.37199372)"
9127,515 W BLAINE ST,47.63456261,-122.36445997,"(47.63456261, -122.36445997)"
9128,374 HIGHLAND DR,47.63000367,-122.34894077,"(47.63000367, -122.34894077)"
9129,6067 4TH AVE NE,47.67418588,-122.32471924,"(47.67418588, -122.32471924)"
9130,464 N 42ND ST,47.65792382,-122.3525865,"(47.65792382, -122.3525865)"
9131,1861 MCGILVRA BLVD E,47.63639095,-122.28118159,"(47.63639095, -122.28118159)"
9132,1760A NW 62ND ST,47.67399844,-122.38152665,"(47.67399844, -122.38152665)"
9133,1760C NW 62ND ST,47.67410998,-122.38152541,"(47.67410998, -122.38152541)"
9134,1760B NW 62ND ST,47.67406976,-122.38153081,"(47.67406976, -122.38153081)"
9135,1545 NW 61ST ST,47.67282989,-122.3783019,"(47.67282989, -122.3783019)"
9136,1547 NW 61ST ST,47.67282695,-122.37837337,"(47.67282695, -122.37837337)"
9137,1416 NW 46TH ST,47.66234,-122.3748177,"(47.66234, -122.3748177)"
9138,725 E PINE ST,47.61508327,-122.32244066,"(47.61508327, -122.32244066)"
9139,1830 38TH AVE E,47.63557241,-122.28366937,"(47.63557241, -122.28366937)"
9140,2643 NE VILLAGE LN,47.66197043,-122.29891466,"(47.66197043, -122.29891466)"
9141,2506 SW GRAHAM ST,47.54675306,-122.36477017,"(47.54675306, -122.36477017)"
9142,3219 CALIFORNIA AVE SW,47.57505827,-122.38716986,"(47.57505827, -122.38716986)"
9143,172 ERIE AVE,47.60280612,-122.28551994,"(47.60280612, -122.28551994)"
9144,6532 PHINNEY AVE N,47.67737399,-122.35285918,"(47.67737399, -122.35285918)"
9145,212 16TH AVE,47.60395897,-122.31092466,"(47.60395897, -122.31092466)"
9146,212 16TH AVE,47.60395897,-122.31092466,"(47.60395897, -122.31092466)"
9147,3636 STONE WAY N,47.65157136,-122.34232241,"(47.65157136, -122.34232241)"
9148,4754 37TH AVE SW,47.5594231,-122.37847595,"(47.5594231, -122.37847595)"
9149,5727 17TH AVE NE,47.67093913,-122.30991401,"(47.67093913, -122.30991401)"
9150,2404 E THOMAS ST,47.62154992,-122.30089767,"(47.62154992, -122.30089767)"
9151,8317 WOLCOTT AVE S,47.52907058,-122.26827472,"(47.52907058, -122.26827472)"
9152,3110 NE 84TH ST,47.68971494,-122.29455872,"(47.68971494, -122.29455872)"
9153,3021 44TH AVE SW,47.57636354,-122.38861277,"(47.57636354, -122.38861277)"
9154,229 29TH AVE E,47.62110143,-122.2950526,"(47.62110143, -122.2950526)"
9155,5101 25TH AVE NE,47.66655051,-122.30117133,"(47.66655051, -122.30117133)"
9156,2925 FAIRVIEW AVE E,47.64868312,-122.3256587,"(47.64868312, -122.3256587)"
9157,3408 17TH AVE S,47.57274924,-122.31113142,"(47.57274924, -122.31113142)"
9158,1823 20TH AVE,47.6183645,-122.30648659,"(47.6183645, -122.30648659)"
9159,1959 NE PACIFIC ST,47.65034994,-122.30908696,"(47.65034994, -122.30908696)"
9160,623 34TH AVE,47.60743536,-122.2896842,"(47.60743536, -122.2896842)"
9161,5905 15TH AVE NW,47.6718233,-122.37646756,"(47.6718233, -122.37646756)"
9162,5618 KIRKWOOD PL N,47.66964572,-122.33185483,"(47.66964572, -122.33185483)"
9163,1704 NE COLUMBIA RD,47.65106645,-122.3114674,"(47.65106645, -122.3114674)"
9164,1950 1ST AVE S,47.58453006,-122.33370999,"(47.58453006, -122.33370999)"
9165,1200 S DEARBORN ST,47.59600159,-122.31622613,"(47.59600159, -122.31622613)"
9166,10050 40TH AVE SW,47.51231331,-122.38282369,"(47.51231331, -122.38282369)"
9167,3119 E WARD ST,47.62733006,-122.29152355,"(47.62733006, -122.29152355)"
9168,3801 S ALASKA ST,47.56052901,-122.2844718,"(47.56052901, -122.2844718)"
9169,8358 18TH AVE NW,47.69035032,-122.37962143,"(47.69035032, -122.37962143)"
9170,9032 14TH AVE NW,47.6952753,-122.37392461,"(47.6952753, -122.37392461)"
9171,9030 14TH AVE NW,47.695245,-122.37392821,"(47.695245, -122.37392821)"
9172,2200 ALKI AVE SW,47.58445219,-122.39934643,"(47.58445219, -122.39934643)"
9173,3008 NW 57TH ST,47.67038193,-122.39617452,"(47.67038193, -122.39617452)"
9174,6033 NE KELDEN PL,47.66885338,-122.26210334,"(47.66885338, -122.26210334)"
9175,4011 53RD AVE SW,47.56809814,-122.40121583,"(47.56809814, -122.40121583)"
9176,2323 18TH AVE S,47.58228164,-122.30981862,"(47.58228164, -122.30981862)"
9177,1000 2ND AVE,47.6056731,-122.33512466,"(47.6056731, -122.33512466)"
9178,500 BOREN AVE N,47.6238397,-122.33561795,"(47.6238397, -122.33561795)"
9179,500 BOREN AVE N,47.6238397,-122.33561795,"(47.6238397, -122.33561795)"
9180,1318 15TH AVE S,47.59100641,-122.31380737,"(47.59100641, -122.31380737)"
9181,1287 WESTLAKE AVE N,47.63211623,-122.34152764,"(47.63211623, -122.34152764)"
9182,14041 WALLINGFORD AVE N,47.7317331,-122.33726746,"(47.7317331, -122.33726746)"
9183,3013 SW HARBOR LN,47.57696088,-122.37201553,"(47.57696088, -122.37201553)"
9184,7508 35TH AVE SW,47.53522575,-122.37630234,"(47.53522575, -122.37630234)"
9185,334 1ST AVE N,47.62208508,-122.35399633,"(47.62208508, -122.35399633)"
9186,2052 BOYER AVE E,47.63809072,-122.30710141,"(47.63809072, -122.30710141)"
9187,1805 3RD AVE N,47.63518535,-122.35235161,"(47.63518535, -122.35235161)"
9188,1805 3RD AVE N,47.63518535,-122.35235161,"(47.63518535, -122.35235161)"
9189,412 BELLEVUE AVE E,47.62247785,-122.32638434,"(47.62247785, -122.32638434)"
9190,10004 49TH AVE NE,47.70132144,-122.27503017,"(47.70132144, -122.27503017)"
9191,2124 N 77TH ST,47.6852953,-122.33196802,"(47.6852953, -122.33196802)"
9192,1857 MCGILVRA BLVD E,47.6362809,-122.28118645,"(47.6362809, -122.28118645)"
9193,1857 MCGILVRA BLVD E,47.6362809,-122.28118645,"(47.6362809, -122.28118645)"
9194,9032 14TH AVE NW,47.6952753,-122.37392461,"(47.6952753, -122.37392461)"
9195,744 N 98TH ST,47.70076926,-122.34809006,"(47.70076926, -122.34809006)"
9196,3310 16TH AVE S,47.57368259,-122.31214974,"(47.57368259, -122.31214974)"
9197,1802 30TH AVE S,47.58677678,-122.29397733,"(47.58677678, -122.29397733)"
9198,2354 15TH AVE S,47.581278,-122.3131586,"(47.581278, -122.3131586)"
9199,4857 FAUNTLEROY WAY SW,47.55760489,-122.3818442,"(47.55760489, -122.3818442)"
9200,7461 WOODLAWN AVE NE,47.68273861,-122.32821645,"(47.68273861, -122.32821645)"
9201,6700 WEST MARGINAL WAY SW,47.54190898,-122.33885698,"(47.54190898, -122.33885698)"
9202,2043 N 78TH ST,47.68570067,-122.33399623,"(47.68570067, -122.33399623)"
9203,6525 15TH AVE NW,47.67676249,-122.37716242,"(47.67676249, -122.37716242)"
9204,6320 49TH AVE SW,47.54607035,-122.39494246,"(47.54607035, -122.39494246)"
9205,1000 2ND AVE,47.6056731,-122.33512466,"(47.6056731, -122.33512466)"
9206,2822 NW 73RD ST,47.68185896,-122.39407612,"(47.68185896, -122.39407612)"
9207,900 UNIVERSITY ST,47.61089077,-122.32933488,"(47.61089077, -122.32933488)"
9208,5203 1ST AVE NW,47.66701122,-122.35768784,"(47.66701122, -122.35768784)"
9209,1409 21ST AVE,47.61306168,-122.3052741,"(47.61306168, -122.3052741)"
9210,4317 SW DONOVAN ST,47.5258609,-122.38838639,"(47.5258609, -122.38838639)"
9211,1711 BELLEVUE AVE,47.61752721,-122.32726219,"(47.61752721, -122.32726219)"
9212,729 12TH AVE E,47.62611524,-122.31711324,"(47.62611524, -122.31711324)"
9213,6021 BEACH DR SW,47.54780353,-122.39859914,"(47.54780353, -122.39859914)"
9214,9217 8TH AVE NE,47.69639072,-122.3205494,"(47.69639072, -122.3205494)"
9215,10037 39TH AVE SW,47.51264193,-122.38210971,"(47.51264193, -122.38210971)"
9216,3301 S HORTON ST,47.57324717,-122.29059446,"(47.57324717, -122.29059446)"
9217,1737 NE NAOMI PL,47.67390981,-122.30833058,"(47.67390981, -122.30833058)"
9218,714 N 59TH ST,47.67193354,-122.34919196,"(47.67193354, -122.34919196)"
9219,9800 8TH AVE NE,47.70054037,-122.3201137,"(47.70054037, -122.3201137)"
9220,4702 46TH AVE S,47.56040437,-122.27522222,"(47.56040437, -122.27522222)"
9221,3143 WEST LAURELHURST DR NE,47.6507546,-122.27845636,"(47.6507546, -122.27845636)"
9222,3301 S HORTON ST,47.57324717,-122.29059446,"(47.57324717, -122.29059446)"
9223,3200 23RD AVE S,47.57405107,-122.30302909,"(47.57405107, -122.30302909)"
9224,206 14TH AVE,47.60383555,-122.31394103,"(47.60383555, -122.31394103)"
9225,204 14TH AVE,47.60382031,-122.31376176,"(47.60382031, -122.31376176)"
9226,208 14TH AVE,47.60384991,-122.31394708,"(47.60384991, -122.31394708)"
9227,3236 S EDMUNDS ST,47.55885413,-122.28991684,"(47.55885413, -122.28991684)"
9228,1144 NW 57TH ST,47.67036544,-122.37283144,"(47.67036544, -122.37283144)"
9229,3211 NE 70TH ST,47.67920671,-122.29257628,"(47.67920671, -122.29257628)"
9230,303 N 40TH ST,47.65525371,-122.35527933,"(47.65525371, -122.35527933)"
9231,1301 4TH AVE,47.60827954,-122.33537627,"(47.60827954, -122.33537627)"
9232,3242 NW 65TH ST,47.6759902,-122.40021342,"(47.6759902, -122.40021342)"
9233,6251 PALATINE AVE N,47.67550245,-122.35669679,"(47.67550245, -122.35669679)"
9234,8100 LAKE CITY WAY NE,47.68803625,-122.31076992,"(47.68803625, -122.31076992)"
9235,1261 S KING ST,47.59813929,-122.3146544,"(47.59813929, -122.3146544)"
9236,2710 1ST AVE S,47.57941231,-122.33361619,"(47.57941231, -122.33361619)"
9237,956 20TH AVE,47.61176197,-122.30594705,"(47.61176197, -122.30594705)"
9238,812 E PROSPECT ST,47.62887888,-122.32170392,"(47.62887888, -122.32170392)"
9239,400 BROAD ST,47.62049862,-122.34931591,"(47.62049862, -122.34931591)"
9240,305 HARRISON ST,47.62208508,-122.35399633,"(47.62208508, -122.35399633)"
9241,4126 37TH AVE SW,47.56566637,-122.37836277,"(47.56566637, -122.37836277)"
9242,4415 54TH AVE NE,47.66055234,-122.27021464,"(47.66055234, -122.27021464)"
9243,1878 24TH AVE E,47.63746787,-122.30120946,"(47.63746787, -122.30120946)"
9244,1317 E PINE ST,47.61510872,-122.31462787,"(47.61510872, -122.31462787)"
9245,4432 2ND AVE NW,47.66120754,-122.35810471,"(47.66120754, -122.35810471)"
9246,1505 WESTLAKE AVE N,47.63264186,-122.34172768,"(47.63264186, -122.34172768)"
9247,10532 12TH AVE NE,47.70583015,-122.31467748,"(47.70583015, -122.31467748)"
9248,419 OCCIDENTAL AVE S,47.59855945,-122.3332877,"(47.59855945, -122.3332877)"
9249,8333 55TH AVE NE,47.68895463,-122.26946048,"(47.68895463, -122.26946048)"
9250,3432 63RD AVE SW,47.57312995,-122.4130952,"(47.57312995, -122.4130952)"
9251,10502 14TH AVE NW,47.70535969,-122.3738143,"(47.70535969, -122.3738143)"
9252,550 BROADWAY,47.60673038,-122.32036025,"(47.60673038, -122.32036025)"
9253,11750 DAYTON AVE N,47.71560369,-122.35257686,"(47.71560369, -122.35257686)"
9254,1420 5TH AVE,47.6105508,-122.33467931,"(47.6105508, -122.33467931)"
9255,1418 2ND AVE W,47.63195737,-122.35889067,"(47.63195737, -122.35889067)"
9256,5733 38TH AVE NE,47.67134456,-122.28718364,"(47.67134456, -122.28718364)"
9257,1505 WESTLAKE AVE N,47.63264186,-122.34172768,"(47.63264186, -122.34172768)"
9258,201 NE 65TH ST,47.67575251,-122.32703351,"(47.67575251, -122.32703351)"
9259,411 UNIVERSITY ST,47.6080434,-122.33391991,"(47.6080434, -122.33391991)"
9260,10700 EXETER AVE NE,47.70783893,-122.27673522,"(47.70783893, -122.27673522)"
9261,9015 17TH AVE SW,47.52238341,-122.35679331,"(47.52238341, -122.35679331)"
9262,213 YALE AVE N,47.62030071,-122.33079631,"(47.62030071, -122.33079631)"
9263,5540P EAST GREEN LAKE WAY N,47.67011977,-122.33981225,"(47.67011977, -122.33981225)"
9264,168 LAKE WASHINGTON BLVD E,47.61953296,-122.28110405,"(47.61953296, -122.28110405)"
9265,326 N 82ND ST,47.68858646,-122.35402331,"(47.68858646, -122.35402331)"
9266,7341 WEST GREEN LAKE DR N,47.68315551,-122.34058015,"(47.68315551, -122.34058015)"
9267,12533A 42ND AVE NE,47.7205815,-122.28420599,"(47.7205815, -122.28420599)"
9268,2019 25TH AVE E,47.63850045,-122.3008062,"(47.63850045, -122.3008062)"
9269,6319 GREENWOOD AVE N,47.67510726,-122.35565106,"(47.67510726, -122.35565106)"
9270,2534 8TH AVE W,47.64173023,-122.36728727,"(47.64173023, -122.36728727)"
9271,4000 SW MYRTLE ST,47.53944497,-122.38283989,"(47.53944497, -122.38283989)"
9272,2616 31ST AVE W,47.6437449,-122.39664438,"(47.6437449, -122.39664438)"
9273,118 NW 84TH ST,47.69001073,-122.35885208,"(47.69001073, -122.35885208)"
9274,8052 17TH AVE NW,47.6883928,-122.37871001,"(47.6883928, -122.37871001)"
9275,210 14TH AVE,47.60387614,-122.3139458,"(47.60387614, -122.3139458)"
9276,1420 E HOWELL ST,47.61777564,-122.31327276,"(47.61777564, -122.31327276)"
9277,2563 WEST VIEWMONT WAY W,47.64256058,-122.4099901,"(47.64256058, -122.4099901)"
9278,355 NW 47TH ST,47.66273286,-122.3632303,"(47.66273286, -122.3632303)"
9279,1101 17TH AVE,47.61171133,-122.31059249,"(47.61171133, -122.31059249)"
9280,900 AIRPORT WAY S,47.59484072,-122.32534425,"(47.59484072, -122.32534425)"
9281,2760 NW 85TH ST,47.69069567,-122.39257641,"(47.69069567, -122.39257641)"
9282,425 PIKE ST,47.6103371,-122.33571154,"(47.6103371, -122.33571154)"
9283,5602 35TH AVE SW,47.55184133,-122.37595463,"(47.55184133, -122.37595463)"
9284,10026 36TH AVE NE,47.70197533,-122.28912535,"(47.70197533, -122.28912535)"
9285,122 26TH AVE,47.60239083,-122.29864386,"(47.60239083, -122.29864386)"
9286,7022 29TH AVE NE,47.68012499,-122.2962224,"(47.68012499, -122.2962224)"
9287,202 W BOSTON ST,47.63856181,-122.359872,"(47.63856181, -122.359872)"
9288,4001 E DENNY BLAINE PL,47.61974672,-122.28072495,"(47.61974672, -122.28072495)"
9289,2100 4TH AVE,47.61423326,-122.3414213,"(47.61423326, -122.3414213)"
9290,2124 4TH AVE,47.614603,-122.34218155,"(47.614603, -122.34218155)"
9291,4029 DAYTON AVE N,47.6563082,-122.35285229,"(47.6563082, -122.35285229)"
9292,8917 LAKE CITY WAY NE,47.69375589,-122.30602515,"(47.69375589, -122.30602515)"
9293,901 NE 70TH ST,47.67929516,-122.31862323,"(47.67929516, -122.31862323)"
9294,2429A NW 60TH ST,47.67224405,-122.3889336,"(47.67224405, -122.3889336)"
9295,13008 3RD AVE NE,47.72348424,-122.32596683,"(47.72348424, -122.32596683)"
9296,3645 WALLINGFORD AVE N,47.65186087,-122.33653776,"(47.65186087, -122.33653776)"
9297,1547 NW 62ND ST,47.67363911,-122.37832468,"(47.67363911, -122.37832468)"
9298,1117 N NORTHGATE WAY,47.70477826,-122.34372052,"(47.70477826, -122.34372052)"
9299,3253 27TH AVE W,47.65028375,-122.39189123,"(47.65028375, -122.39189123)"
9300,2321 W BERTONA ST,47.65015808,-122.38702228,"(47.65015808, -122.38702228)"
9301,8231 4TH AVE NE,47.68925217,-122.3246843,"(47.68925217, -122.3246843)"
9302,1101 DEXTER AVE N,47.62906083,-122.34260143,"(47.62906083, -122.34260143)"
9303,2429B NW 60TH ST,47.67219559,-122.38892531,"(47.67219559, -122.38892531)"
9304,2559 30TH AVE W,47.64293636,-122.39593842,"(47.64293636, -122.39593842)"
9305,2617 NW 98TH ST,47.69984783,-122.39151553,"(47.69984783, -122.39151553)"
9306,1549 NW 61ST ST,47.67288856,-122.37830804,"(47.67288856, -122.37830804)"
