id,ApplicationDate,DecisionDate,Appealed,Status
2465,09/23/2013,11/18/2013,N,Permit Closed
2466,09/21/2013,03/27/2014,N,Permit Issued
2467,09/20/2013,10/17/2013,N,Permit Closed
2468,09/19/2013,02/18/2014,N,Permit Closed
2469,09/19/2013,02/03/2014,N,Permit Closed
2470,09/19/2013,01/09/2014,N,Permit Closed
2471,09/19/2013,06/19/2014,N,Permit Issued
2472,09/18/2013,10/21/2013,N,Permit Closed
2473,09/18/2013,02/13/2014,N,Permit Closed
2474,09/18/2013,10/18/2013,N,Permit Closed
2475,09/18/2013,12/17/2013,N,Permit Issued
2476,09/18/2013,02/06/2014,N,Permit Closed
2477,09/18/2013,07/21/2014,N,Permit Issued
2478,09/18/2013,,N,Application Accepted
2479,09/17/2013,12/17/2013,N,Permit Issued
2480,09/17/2013,03/27/2014,N,Permit Issued
2481,09/17/2013,07/10/2014,N,Permit Issued
2482,09/16/2013,,N,CANCELLED
2483,09/16/2013,12/04/2014,N,Permit Closed
2484,09/13/2013,11/18/2013,N,Permit Closed
2485,09/12/2013,02/14/2014,N,Permit Closed
2486,09/12/2013,10/18/2013,N,Permit Closed
2487,09/12/2013,05/28/2015,N,Permit Issued
2488,09/11/2013,01/08/2014,N,Permit Closed
2489,09/10/2013,12/02/2013,N,Permit Issued
2490,09/09/2013,09/26/2013,N,Permit Closed
2491,09/09/2013,12/09/2013,N,Permit Closed
2492,09/09/2013,11/18/2013,N,Permit Issued
2493,09/06/2013,11/14/2013,N,Permit Closed
2494,09/06/2013,12/30/2013,N,Permit Closed
2495,09/05/2013,01/29/2014,N,Permit Closed
2496,09/05/2013,12/19/2013,N,Permit Issued
2497,09/05/2013,05/12/2014,N,Permit Closed
2498,09/04/2013,,N,CANCELLED
2499,09/04/2013,12/02/2013,N,Permit Issued
2500,09/04/2013,05/19/2014,N,Permit Issued
2501,09/04/2013,04/21/2014,N,Permit Issued
2502,09/04/2013,12/12/2013,N,Permit Issued
2503,09/04/2013,01/30/2014,N,Permit Issued
2504,09/03/2013,11/18/2013,N,Decision Published
2505,09/03/2013,10/04/2013,N,Permit Closed
2506,09/03/2013,11/12/2013,N,Permit Issued
2507,10/14/2005,03/31/2006,N,Permit Finaled
2508,09/03/2013,01/16/2014,N,Permit Issued
2509,09/03/2013,12/19/2013,N,Permit Issued
2510,09/03/2013,12/05/2013,N,Permit Issued
2511,09/03/2013,10/03/2013,N,Permit Closed
2512,09/02/2013,01/06/2014,N,Permit Issued
2513,08/30/2013,12/17/2013,N,Permit Closed
2514,08/30/2013,10/18/2013,N,Permit Closed
2515,08/29/2013,07/28/2014,N,Permit Closed
2516,08/28/2013,03/20/2014,N,Permit Closed
2517,08/28/2013,09/26/2013,N,Permit Closed
2518,08/28/2013,11/12/2013,N,Permit Closed
2519,08/20/2013,09/18/2013,N,Permit Closed
2520,08/27/2013,02/24/2014,N,Permit Closed
2521,08/26/2013,09/25/2013,N,Permit Closed
2522,08/26/2013,08/26/2013,N,Permit Closed
2523,08/26/2013,10/18/2013,N,Permit Closed
2524,08/26/2013,10/24/2013,N,Permit Issued
2525,08/26/2013,,N,CANCELLED
2526,08/23/2013,10/10/2013,N,Permit Closed
2527,08/23/2013,11/07/2013,N,Permit Closed
2528,08/22/2013,10/17/2013,N,Permit Closed
2529,08/22/2013,12/17/2013,N,Permit Closed
2530,08/22/2013,10/21/2013,N,Permit Closed
2531,08/22/2013,11/14/2013,N,Permit Issued
2532,08/22/2013,11/06/2014,N,Permit Issued
2533,08/20/2013,10/03/2013,N,Permit Closed
2534,08/20/2013,05/15/2014,N,Permit Issued
2535,08/19/2013,11/12/2013,N,Permit Closed
2536,08/19/2013,,N,Application Accepted
2537,08/19/2013,,N,Application Accepted
2538,08/16/2013,09/20/2013,N,Permit Closed
2539,08/15/2013,01/02/2014,N,Permit Closed
2540,08/14/2013,12/17/2013,N,Permit Closed
2541,08/14/2013,12/12/2013,N,Permit Closed
2542,08/14/2013,11/18/2013,N,Permit Closed
2543,08/14/2013,01/06/2014,N,Permit Closed
2544,08/13/2013,10/18/2013,N,Permit Closed
2545,08/13/2013,06/12/2014,N,Permit Closed
2546,08/13/2013,10/02/2014,N,Permit Issued
2547,08/12/2013,11/14/2013,N,Permit Closed
2548,08/09/2013,05/05/2014,N,Permit Issued
2549,08/08/2013,09/09/2013,N,Permit Closed
2550,08/08/2013,10/31/2013,N,Permit Closed
2551,08/08/2013,09/13/2013,N,Permit Closed
2552,08/08/2013,03/17/2014,N,Permit Closed
2553,08/08/2013,11/12/2013,N,Permit Issued
2554,08/08/2013,02/06/2014,N,Permit Issued
2555,08/08/2013,02/14/2014,N,Permit Issued
2556,08/07/2013,,N,CANCELLED
2557,08/07/2013,11/01/2013,N,Permit Closed
2558,08/07/2013,04/03/2014,N,Permit Closed
2559,08/07/2013,12/05/2013,N,Permit Closed
2560,08/06/2013,10/02/2013,N,Permit Closed
2561,08/06/2013,11/08/2013,N,Permit Closed
2562,08/06/2013,10/03/2013,N,Permit Closed
2563,08/06/2013,01/21/2014,N,Permit Issued
2564,08/06/2013,11/12/2013,N,Permit Issued
2565,08/05/2013,11/18/2013,N,Permit Closed
2566,08/05/2013,09/20/2013,N,Permit Closed
2567,08/02/2013,04/10/2014,N,Permit Issued
2568,08/02/2013,12/30/2013,N,Permit Issued
2569,08/01/2013,,N,Application Accepted
2570,08/01/2013,05/08/2014,N,Permit Closed
2571,,,N,CANCELLED
2572,08/01/2013,,N,Application Accepted
2573,08/01/2013,02/16/2016,N,Permit Issued
2574,07/31/2013,09/11/2013,N,Permit Closed
2575,07/31/2013,01/16/2014,N,Permit Issued
2576,07/31/2013,01/16/2014,N,Permit Issued
2577,07/31/2013,01/16/2014,N,Permit Issued
2578,07/31/2013,04/10/2014,N,Permit Issued
2579,07/31/2013,08/28/2014,N,Permit Issued
2580,07/30/2013,10/01/2013,N,Permit Closed
2581,07/30/2013,10/28/2013,N,Permit Closed
2582,07/30/2013,05/19/2014,N,Permit Issued
2583,07/29/2013,,N,CANCELLED
2584,07/29/2013,09/09/2013,N,Permit Closed
2585,07/26/2013,08/29/2013,N,Permit Closed
2586,07/26/2013,11/07/2013,N,Permit Closed
2587,07/26/2013,05/19/2014,N,Permit Issued
2588,07/25/2013,12/12/2013,N,Permit Issued
2589,07/24/2013,10/18/2013,N,Permit Issued
2590,07/24/2013,11/18/2013,N,Decision Published
2591,07/24/2013,10/21/2013,N,Permit Closed
2592,07/24/2013,12/05/2013,N,Permit Issued
2593,07/23/2013,10/21/2013,N,Permit Closed
2594,07/22/2013,10/17/2013,N,Permit Closed
2595,07/22/2013,03/10/2014,N,Permit Issued
2596,,,N,
2597,07/22/2013,09/12/2013,N,Permit Closed
2598,07/22/2013,10/24/2013,N,Permit Closed
2599,07/19/2013,09/18/2013,N,Permit Closed
2600,07/18/2013,09/05/2013,N,Permit Closed
2601,07/17/2013,09/30/2013,N,Permit Closed
2602,07/17/2013,02/03/2014,N,Permit Issued
2603,07/17/2013,07/14/2014,N,Permit Issued
2604,07/16/2013,08/29/2013,N,Permit Closed
2605,07/16/2013,09/26/2013,N,Permit Closed
2606,07/16/2013,01/29/2015,N,Permit Issued
2607,07/15/2013,10/07/2013,N,Permit Issued
2608,07/12/2013,08/07/2013,N,Permit Closed
2609,07/12/2013,,N,CANCELLED
2610,07/12/2013,08/07/2013,N,Permit Closed
2611,07/11/2013,03/10/2014,N,Permit Closed
2612,07/11/2013,09/12/2013,N,Permit Issued
2613,07/10/2013,08/12/2013,N,Permit Closed
2614,07/10/2013,04/09/2015,N,Permit Issued
2615,07/10/2013,09/05/2013,N,Permit Closed
2616,07/09/2013,,N,CANCELLED
2617,07/09/2013,07/17/2014,N,Permit Issued
2618,07/09/2013,08/15/2013,N,Permit Closed
2619,07/08/2013,10/07/2013,N,Permit Closed
2620,07/08/2013,08/08/2013,N,Permit Closed
2621,07/08/2013,11/07/2013,N,Permit Closed
2622,,,N,
2623,07/05/2013,01/27/2014,N,Permit Issued
2624,07/03/2013,08/26/2013,N,Permit Closed
2625,07/03/2013,11/14/2013,N,Permit Issued
2626,07/03/2013,10/24/2013,N,Permit Issued
2627,07/02/2013,11/21/2013,N,Permit Closed
2628,07/02/2013,01/09/2014,N,Permit Issued
2629,07/02/2013,12/19/2013,N,Permit Issued
2630,07/01/2013,08/22/2013,N,Permit Closed
2631,06/28/2013,09/06/2013,N,Permit Closed
2632,06/28/2013,08/29/2013,N,Permit Closed
2633,06/28/2013,01/13/2014,N,Permit Issued
2634,06/27/2013,08/21/2013,N,Permit Closed
2635,06/27/2013,10/16/2013,N,Permit Closed
2636,06/26/2013,09/20/2013,N,Permit Issued
2637,06/25/2013,10/03/2013,N,Permit Closed
2638,06/25/2013,08/19/2013,N,Permit Closed
2639,06/25/2013,09/04/2013,N,Permit Closed
2640,06/25/2013,03/12/2015,N,Permit Closed
2641,06/25/2013,09/03/2013,N,Permit Closed
2642,06/24/2013,08/22/2013,N,Permit Closed
2643,06/24/2013,10/17/2013,N,Permit Closed
2644,06/24/2013,10/02/2013,N,Permit Closed
2645,06/21/2013,10/28/2013,N,Permit Issued
2646,06/21/2013,08/15/2013,N,Permit Closed
2647,06/21/2013,12/02/2013,N,Permit Issued
2648,,,N,
2649,06/21/2013,04/17/2014,N,Permit Issued
2650,06/20/2013,11/01/2013,N,Permit Closed
2651,06/18/2013,07/12/2013,N,Permit Closed
2652,06/18/2013,08/19/2013,N,Permit Closed
2653,06/18/2013,12/17/2013,N,Permit Issued
2654,06/18/2013,12/22/2014,N,Permit Issued
2655,06/17/2013,12/02/2013,N,Permit Issued
2656,06/17/2013,12/12/2013,N,Permit Closed
2657,06/17/2013,09/03/2013,N,Permit Closed
2658,06/17/2013,09/03/2013,N,Permit Closed
2659,06/17/2013,09/03/2013,N,Permit Closed
2660,06/17/2013,12/02/2013,N,Permit Issued
2661,06/17/2013,,N,CANCELLED
2662,06/17/2013,04/03/2014,N,Permit Issued
2663,06/14/2013,08/15/2013,N,Permit Closed
2664,06/14/2013,06/12/2014,N,Permit Closed
2665,06/14/2013,12/02/2013,N,Permit Issued
2666,06/13/2013,07/09/2013,N,Permit Closed
2667,06/13/2013,10/10/2013,N,Permit Issued
2668,06/11/2013,07/08/2013,N,Permit Closed
2669,06/10/2013,08/12/2013,N,Permit Closed
2670,06/10/2013,08/12/2013,N,Permit Closed
2671,06/07/2013,09/16/2013,N,Permit Issued
2672,06/07/2013,02/27/2014,N,Permit Issued
2673,06/06/2013,07/02/2013,N,Permit Closed
2674,06/05/2013,,N,Application Accepted
2675,05/28/2013,11/21/2013,N,Permit Issued
2676,06/05/2013,08/05/2013,N,Permit Closed
2677,06/05/2013,08/05/2013,N,Permit Closed
2678,06/05/2013,09/03/2013,N,Permit Closed
2679,06/05/2013,05/26/2015,N,Permit Issued
2680,06/05/2013,09/12/2013,N,Permit Issued
2681,06/04/2013,07/02/2013,N,Permit Closed
2682,06/04/2013,12/19/2013,N,Permit Closed
2683,05/30/2013,08/14/2013,N,Permit Closed
2684,05/30/2013,09/12/2013,N,Permit Closed
2685,05/30/2013,07/18/2013,N,Permit Closed
2686,05/30/2013,10/18/2013,N,Permit Issued
2687,05/29/2013,,N,CANCELLED
2688,05/02/2013,,N,CANCELLED
2689,05/24/2013,03/27/2014,N,Permit Closed
2690,05/24/2013,09/03/2013,N,Permit Closed
2691,05/23/2013,06/19/2013,N,Permit Finaled
2692,05/23/2013,11/14/2013,N,Permit Issued
2693,05/23/2013,12/17/2013,N,Permit Closed
2694,05/23/2013,08/08/2013,N,Permit Issued
2695,05/23/2013,10/18/2013,N,Permit Issued
2696,05/23/2013,05/15/2014,N,Permit Issued
2697,05/22/2013,08/01/2013,N,Permit Closed
2698,05/22/2013,10/14/2013,N,Permit Closed
2699,05/22/2013,10/28/2013,N,Permit Closed
2700,05/22/2013,10/30/2013,N,Permit Closed
2701,05/22/2013,02/03/2014,N,Permit Closed
2702,05/21/2013,07/08/2013,N,Permit Closed
2703,05/21/2013,12/30/2013,N,Permit Issued
2704,05/21/2013,11/12/2013,N,Permit Issued
2705,05/20/2013,,N,CANCELLED
2706,05/20/2013,06/27/2013,N,Permit Issued
2707,05/17/2013,07/30/2013,N,Permit Closed
2708,05/17/2013,12/12/2013,N,Permit Issued
2709,05/16/2013,07/18/2013,N,Permit Closed
2710,05/15/2013,10/07/2013,N,Permit Closed
2711,05/14/2013,06/20/2013,N,Permit Closed
2712,05/14/2013,08/29/2013,N,Permit Issued
2713,05/02/2013,10/07/2013,N,Permit Closed
2714,05/13/2013,12/09/2013,N,Permit Issued
2715,05/09/2013,09/23/2013,N,Permit Closed
2716,05/08/2013,06/05/2013,N,Permit Closed
2717,05/08/2013,11/14/2013,N,Permit Closed
2718,05/08/2013,09/12/2013,N,Permit Issued
2719,05/08/2013,05/19/2014,N,Permit Issued
2720,05/07/2013,07/08/2013,N,Permit Closed
2721,05/07/2013,07/29/2013,N,Permit Closed
2722,05/07/2013,11/07/2013,N,Permit Issued
2723,05/07/2013,06/23/2014,N,CANCELLED
2724,05/06/2013,,N,CANCELLED
2725,05/03/2013,07/25/2013,N,Permit Closed
2726,05/02/2013,06/18/2013,N,Permit Closed
2727,05/02/2013,06/03/2013,N,Permit Closed
2728,05/02/2013,10/09/2014,N,Permit Closed
2729,05/02/2013,10/28/2013,N,Permit Issued
2730,05/01/2013,11/04/2013,N,Permit Closed
2731,05/01/2013,09/23/2013,N,Permit Issued
2732,05/01/2013,03/06/2014,N,Permit Issued
2733,05/01/2013,12/05/2013,N,Permit Closed
2734,04/30/2013,05/29/2013,N,Permit Closed
2735,04/30/2013,06/14/2013,N,Permit Closed
2736,04/30/2013,09/09/2013,N,Permit Issued
2737,04/30/2013,06/14/2013,N,Permit Closed
2738,04/30/2013,10/24/2013,N,Permit Issued
2739,04/30/2013,,N,Application Accepted
2740,04/29/2013,,N,CANCELLED
2741,04/25/2013,07/22/2013,N,Permit Issued
2742,04/25/2013,,N,CANCELLED
2743,04/24/2013,06/17/2013,N,Permit Closed
2744,04/24/2013,09/05/2013,N,Permit Closed
2745,04/24/2013,12/05/2013,N,Permit Issued
2746,04/24/2013,06/24/2013,N,Permit Closed
2747,04/23/2013,05/21/2013,N,Permit Closed
2748,04/23/2013,06/27/2013,N,Permit Issued
2749,04/23/2013,09/16/2013,N,Permit Issued
2750,04/22/2013,01/09/2014,N,Permit Issued
2751,04/19/2013,03/13/2014,N,Permit Closed
2752,04/19/2013,10/04/2013,N,Permit Closed
2753,04/19/2013,10/18/2013,N,Permit Issued
2754,04/18/2013,,N,CANCELLED
2755,04/18/2013,,N,Application Accepted
2756,04/17/2013,05/31/2013,N,Permit Closed
2757,04/17/2013,05/15/2013,N,Permit Closed
2758,04/17/2013,05/15/2013,N,Permit Closed
2759,04/17/2013,06/20/2013,N,Permit Closed
2760,04/17/2013,10/02/2013,N,Permit Closed
2761,04/16/2013,06/18/2013,N,Permit Closed
2762,04/16/2013,11/01/2013,N,Permit Closed
2763,04/16/2013,08/12/2013,N,Permit Closed
2764,04/16/2013,10/03/2013,N,Permit Issued
2765,,,N,
2766,04/16/2013,09/05/2013,N,Permit Issued
2767,04/16/2013,11/07/2013,N,CANCELLED
2768,04/15/2013,06/24/2013,N,Permit Closed
2769,04/15/2013,09/09/2013,N,Permit Issued
2770,04/13/2013,10/24/2013,N,Permit Issued
2771,04/12/2013,08/01/2013,N,Permit Issued
2772,04/11/2013,06/25/2013,N,Permit Closed
2773,04/10/2013,07/29/2013,N,Permit Closed
2774,04/10/2013,09/09/2013,N,Permit Issued
2775,04/10/2013,07/10/2014,N,Permit Issued
2776,04/09/2013,05/09/2013,N,Permit Issued
2777,04/09/2013,10/18/2013,N,Permit Closed
2778,04/05/2013,09/17/2013,N,Permit Closed
2779,04/05/2013,,N,CANCELLED
2780,04/05/2013,11/07/2013,N,Permit Issued
2781,04/05/2013,12/05/2013,N,Permit Issued
2782,04/04/2013,06/14/2013,N,Permit Closed
2783,04/04/2013,06/17/2013,N,Permit Closed
2784,04/04/2013,11/18/2013,N,Permit Issued
2785,04/04/2013,08/08/2013,N,Permit Issued
2786,04/03/2013,06/06/2013,N,Permit Closed
2787,04/03/2013,06/06/2013,N,Permit Closed
2788,04/03/2013,09/16/2013,N,Permit Issued
2789,04/03/2013,08/04/2014,N,Permit Issued
2790,04/03/2013,07/24/2014,N,Permit Issued
2791,04/02/2013,07/10/2013,N,Permit Closed
2792,04/02/2013,05/31/2013,N,Permit Closed
2793,04/02/2013,06/14/2013,N,Permit Closed
2794,04/02/2013,11/06/2014,N,Permit Issued
2795,04/02/2013,09/05/2013,N,Permit Issued
2796,04/01/2013,05/09/2013,N,Permit Closed
2797,04/01/2013,11/01/2013,N,Permit Issued
2798,03/29/2013,08/13/2013,N,Permit Closed
2799,03/28/2013,,N,CANCELLED
2800,03/28/2013,07/11/2013,N,Permit Issued
2801,03/27/2013,06/20/2013,N,Permit Closed
2802,03/27/2013,07/01/2013,N,Permit Issued
2803,,,N,
2804,03/27/2013,05/20/2013,N,Permit Closed
2805,03/26/2013,07/15/2013,N,Permit Issued
2806,03/26/2013,05/16/2013,N,Permit Closed
2807,03/25/2013,03/19/2015,N,Permit Closed
2808,03/25/2013,09/26/2013,N,Permit Issued
2809,03/22/2013,08/29/2013,N,Permit Issued
2810,03/21/2013,05/23/2013,N,Permit Closed
2811,03/21/2013,09/06/2013,N,Permit Issued
2812,03/21/2013,05/23/2013,N,Permit Issued
2813,03/20/2013,04/29/2013,N,Permit Closed
2814,03/20/2013,09/05/2013,N,Permit Issued
2815,03/20/2013,08/15/2013,N,Permit Issued
2816,03/19/2013,12/02/2013,N,Permit Issued
2817,,,N,
2818,03/19/2013,04/03/2014,N,Permit Issued
2819,03/19/2013,09/09/2013,N,Permit Closed
2820,03/19/2013,12/02/2013,N,Permit Issued
2821,03/19/2013,07/11/2013,N,Permit Issued
2822,03/18/2013,09/25/2013,N,Permit Closed
2823,03/18/2013,09/12/2013,N,Permit Issued
2824,03/16/2013,07/15/2013,N,Permit Issued
2825,03/15/2013,09/12/2013,N,Permit Issued
2826,03/14/2013,07/31/2013,N,Permit Closed
2827,03/14/2013,09/10/2013,N,Permit Closed
2828,03/14/2013,05/13/2013,N,Permit Closed
2829,03/14/2013,04/25/2013,N,Permit Closed
2830,,,N,CANCELLED
2831,03/14/2013,10/10/2013,N,Permit Issued
2832,03/13/2013,05/03/2013,N,Permit Closed
2833,03/13/2013,04/29/2013,N,Permit Closed
2834,03/13/2013,06/03/2013,N,Permit Closed
2835,03/13/2013,10/10/2013,N,Permit Issued
2836,03/12/2013,04/25/2013,N,Permit Closed
2837,03/12/2013,11/18/2013,N,Permit Closed
2838,03/07/2013,04/04/2013,N,Permit Closed
2839,03/07/2013,09/09/2013,N,Permit Issued
2840,03/06/2013,05/22/2013,N,Permit Closed
2841,03/06/2013,04/15/2013,N,Permit Closed
2842,03/06/2013,04/04/2013,N,Permit Closed
2843,,,N,
2844,03/06/2013,05/28/2013,N,Permit Closed
2845,03/06/2013,08/29/2013,N,Permit Issued
2846,03/06/2013,05/03/2013,N,Permit Closed
2847,03/05/2013,10/10/2013,N,Permit Issued
2848,03/05/2013,11/01/2013,N,Permit Issued
2849,03/05/2013,07/01/2013,N,Permit Issued
2850,03/04/2013,04/23/2013,N,Permit Closed
2851,03/04/2013,03/28/2013,N,Permit Closed
2852,03/04/2013,,N,Application Accepted
2853,03/04/2013,05/16/2013,N,Permit Closed
2854,03/04/2013,04/11/2013,N,Permit Closed
2855,03/04/2013,08/06/2015,N,Permit Issued
2856,,,N,
2857,03/04/2013,03/19/2015,N,Decision Published
2858,02/28/2013,10/08/2013,N,Permit Closed
2859,02/28/2013,03/27/2013,N,Permit Finaled
2860,02/28/2013,05/03/2013,N,Permit Closed
2861,02/28/2013,,N,CANCELLED
2862,02/27/2013,09/06/2013,N,Permit Closed
2863,02/27/2013,,N,CANCELLED
2864,02/27/2013,10/18/2013,N,Permit Closed
2865,02/27/2013,05/15/2014,N,Decision Published
2866,02/26/2013,09/05/2013,N,Permit Issued
2867,02/25/2013,04/04/2013,N,Permit Issued
2868,02/23/2013,07/18/2013,N,Permit Closed
2869,02/23/2013,04/04/2013,N,Permit Issued
2870,02/23/2013,05/20/2013,N,Permit Closed
2871,02/23/2013,05/23/2013,N,Permit Issued
2872,02/21/2013,06/06/2013,N,Permit Issued
2873,02/21/2013,09/09/2013,N,Permit Issued
2874,02/19/2013,04/26/2013,N,Permit Issued
2875,02/19/2013,06/17/2013,N,Permit Closed
2876,02/19/2013,03/28/2013,N,Permit Closed
2877,02/14/2013,05/28/2013,N,Permit Issued
2878,02/14/2013,06/06/2013,N,Permit Closed
2879,02/13/2013,,N,Application Accepted
2880,02/13/2013,,N,Application Accepted
2881,02/13/2013,03/18/2013,N,Permit Closed
2882,01/15/2013,03/25/2013,N,Permit Closed
2883,02/13/2013,05/28/2013,N,Permit Closed
2884,02/13/2013,,N,Application Accepted
2885,02/13/2013,05/09/2013,N,Permit Issued
2886,02/13/2013,05/03/2013,N,Permit Closed
2887,02/13/2013,08/12/2013,N,Permit Issued
2888,02/12/2013,,N,Application Accepted
2889,02/12/2013,08/26/2013,N,Permit Closed
2890,02/12/2013,07/18/2013,N,Permit Issued
2891,02/11/2013,04/02/2013,N,Permit Closed
2892,02/11/2013,03/27/2013,N,Permit Closed
2893,02/11/2013,11/03/2014,N,Permit Issued
2894,02/08/2013,04/24/2013,N,Permit Closed
2895,02/08/2013,06/03/2013,N,Permit Closed
2896,02/08/2013,03/14/2013,N,Permit Closed
2897,02/08/2013,06/06/2013,N,Permit Closed
2898,02/08/2013,03/14/2013,N,Permit Closed
2899,02/08/2013,07/25/2013,N,Permit Issued
2900,02/06/2013,06/27/2013,N,Permit Issued
2901,02/06/2013,09/26/2013,N,Permit Issued
2902,02/05/2013,03/25/2013,N,Permit Closed
2903,02/05/2013,09/16/2013,N,Permit Issued
2904,02/04/2013,07/15/2013,N,Permit Issued
2905,01/31/2013,03/12/2013,N,Permit Closed
2906,01/31/2013,06/14/2013,N,Permit Closed
2907,01/31/2013,07/25/2013,N,Permit Issued
2908,01/30/2013,04/19/2013,N,Permit Closed
2909,01/30/2013,03/21/2013,N,Permit Closed
2910,01/29/2013,05/23/2013,N,Permit Issued
2911,01/29/2013,05/16/2013,N,Permit Finaled
2912,01/28/2013,04/01/2013,N,Permit Closed
2913,01/28/2013,04/11/2013,N,Permit Issued
2914,01/26/2013,,N,CANCELLED
2915,01/25/2013,04/15/2013,N,Permit Closed
2916,01/25/2013,03/18/2013,N,Permit Closed
2917,01/25/2013,06/06/2013,N,Permit Issued
2918,01/24/2013,,N,Application Accepted
2919,01/24/2013,01/13/2014,N,Permit Issued
2920,12/18/2012,09/20/2013,N,Permit Issued
2921,01/23/2013,02/28/2013,N,Permit Closed
2922,01/23/2013,03/04/2013,N,Permit Closed
2923,01/23/2013,04/11/2013,N,Permit Closed
2924,01/23/2013,05/13/2013,N,Permit Closed
2925,01/22/2013,12/05/2013,N,Permit Closed
2926,01/22/2013,08/19/2013,N,Permit Issued
2927,01/17/2013,06/20/2013,N,Permit Issued
2928,01/17/2013,04/01/2013,N,Permit Closed
2929,01/17/2013,03/14/2013,N,Permit Closed
2930,01/16/2013,05/22/2013,N,Permit Closed
2931,01/16/2013,02/14/2013,N,Permit Closed
2932,01/16/2013,02/11/2013,N,Permit Closed
2933,01/16/2013,05/30/2013,N,Permit Issued
2934,01/15/2013,07/01/2013,N,Permit Finaled
2935,01/11/2013,04/01/2013,N,Permit Issued
2936,01/11/2013,03/11/2013,N,Permit Issued
2937,01/10/2013,02/12/2013,N,Permit Closed
2938,01/10/2013,03/04/2013,N,Permit Closed
2939,01/10/2013,10/10/2013,N,Permit Issued
2940,01/09/2013,05/21/2013,N,Permit Closed
2941,01/09/2013,04/08/2013,N,Permit Closed
2942,01/09/2013,06/14/2013,N,Permit Issued
2943,01/09/2013,06/14/2013,N,Permit Issued
2944,01/09/2013,06/14/2013,N,Permit Issued
2945,01/09/2013,03/11/2013,N,Permit Closed
2946,01/09/2013,06/14/2013,N,Permit Issued
2947,01/09/2013,10/07/2013,N,Permit Issued
2948,01/09/2013,05/30/2013,N,Permit Issued
2949,01/07/2013,10/14/2013,N,Permit Closed
2950,01/07/2013,,N,CANCELLED
2951,01/07/2013,04/11/2013,N,Permit Issued
2952,01/07/2013,06/17/2013,N,Permit Issued
2953,01/04/2013,02/21/2013,N,Permit Closed
2954,01/03/2013,04/11/2013,N,Permit Closed
2955,01/02/2013,05/20/2013,N,Permit Closed
2956,01/02/2013,09/28/2015,N,Permit Closed
2957,12/28/2012,01/28/2013,N,Permit Closed
2958,12/28/2012,03/14/2013,N,Permit Issued
2959,11/30/2012,04/04/2013,N,Permit Closed
2960,12/24/2012,03/07/2013,N,Permit Closed
2961,12/20/2012,01/28/2013,N,Permit Closed
2962,12/20/2012,05/30/2013,N,Permit Closed
2963,12/20/2012,09/26/2013,N,Permit Issued
2964,12/20/2012,06/12/2014,N,Permit Issued
2965,12/19/2012,02/27/2013,N,Permit Closed
2966,12/19/2012,02/27/2013,N,Permit Closed
2967,12/19/2012,01/28/2013,N,Permit Closed
2968,12/19/2012,05/06/2013,N,Permit Closed
2969,12/18/2012,02/28/2013,N,Permit Issued
2970,12/18/2012,01/15/2013,N,Permit Closed
2971,12/18/2012,06/06/2013,N,Permit Closed
2972,,,N,
2973,12/18/2012,10/24/2013,N,Permit Issued
2974,12/18/2012,05/03/2013,N,Permit Closed
2975,12/17/2012,02/04/2013,N,Permit Closed
2976,12/17/2012,03/25/2013,N,Permit Closed
2977,12/14/2012,04/15/2013,N,Permit Issued
2978,12/13/2012,01/15/2013,N,Permit Closed
2979,12/13/2012,03/20/2014,N,Permit Issued
2980,12/13/2012,02/21/2013,N,Permit Issued
2981,12/12/2012,,N,CANCELLED
2982,12/12/2012,03/07/2013,N,Permit Issued
2983,12/12/2012,05/03/2013,N,Permit Issued
2984,12/12/2012,10/07/2013,N,Permit Issued
2985,12/03/2012,04/04/2013,N,Permit Closed
2986,12/12/2012,10/07/2013,N,Permit Issued
2987,12/11/2012,02/14/2013,N,Permit Finaled
2988,12/06/2012,11/22/2013,N,Permit Closed
2989,12/06/2012,03/28/2013,N,Permit Closed
2990,12/05/2012,03/07/2013,N,Permit Finaled
2991,12/05/2012,12/02/2013,N,Permit Issued
2992,12/05/2012,06/06/2013,N,Permit Issued
2993,12/04/2012,01/07/2013,N,Permit Closed
2994,12/04/2012,06/06/2013,N,Permit Closed
2995,12/04/2012,06/10/2013,N,Permit Issued
2996,12/03/2012,02/04/2013,N,Permit Closed
2997,12/03/2012,03/28/2013,N,Permit Issued
2998,,,N,
2999,11/30/2012,03/18/2014,N,Permit Closed
3000,11/30/2012,12/09/2013,N,Permit Issued
3001,11/29/2012,03/08/2013,N,Permit Closed
3002,11/29/2012,03/28/2013,N,Permit Issued
3003,11/29/2012,06/14/2013,N,Permit Closed
3004,11/28/2012,03/14/2013,N,Permit Closed
3005,11/27/2012,12/02/2013,N,Permit Closed
3006,11/26/2012,03/07/2013,N,Permit Closed
3007,11/26/2012,01/28/2013,N,Permit Finaled
3008,11/26/2012,09/20/2013,N,Permit Issued
3009,11/21/2012,02/07/2013,N,Permit Closed
3010,11/21/2012,12/17/2012,N,CANCELLED
3011,11/21/2012,12/27/2012,N,Permit Closed
3012,11/21/2012,03/25/2013,N,Permit Closed
3013,11/20/2012,08/29/2013,N,Permit Issued
3014,11/20/2012,07/25/2013,N,Permit Issued
3015,11/19/2012,05/30/2013,N,Permit Issued
3016,11/15/2012,03/07/2013,N,Permit Closed
3017,11/15/2012,01/10/2013,N,Permit Issued
